LichessPuzzleId,FEN,Rating,PreLastMovePositionEvaluation,LastMove,CurrentPositionEvaluation,EvaluatedMoves
QI019,2kr4/5p1p/p4p2/1p6/1Kp5/2P1P3/r1N2PPP/2R2R2 b - - 1 23,2754,+254,a3c2 -391,+391,"d8d5 +391,c8b7 -278,d8d7 -280,h7h5 -290,d8e8 -292,d8d3 -296,c8c7 -301,f6f5 -303,d8g8 -310,a2b2 -316,d8d6 -319,h7h6 -323,c8b8 -333,a2a4 -333,c8d7 -334,d8f8 -362,d8h8 -370,d8d2 -375,a2c2 -419,a6a5 -499,a2a3 -590,a2a5 -694,a2a1 -710,d8d1 -715,d8d4 -721"
QHz0D,r4k2/5ppp/7q/pp1r4/2pN4/P1P4P/1P2Q1P1/4R1K1 w - - 0 35,1183,-511,d8d5 #-3,#+3,"e2e7 #+3,e2f3 -21,a3a4 -140,b2b4 -232,d4b5 -311,g1h1 -323,e2g4 -324,e2e4 -332,e2c2 -344,g1f1 -359,b2b3 -365,g1f2 -371,d4f3 -376,g1h2 -390,g2g3 -401,g2g4 -403,d4c2 -405,d4f5 -407,d4b3 -411,e1f1 -412,h3h4 -412,e2f1 -420,e1b1 -431,e2d1 -434,e2f2 -434,e1d1 -438,e1a1 -439,e2e3 -446,d4e6 -545,d4c6 -563,e1c1 -633,e2e6 -723,e2c4 -737,e2e5 -750,e2h5 -821,e2d2 -913,e2e8 -1083,e2d3 #-15"
QHzxB,r2qr3/ppp2N1k/2n4p/3p4/1b1Pn3/2N3R1/PPPQ1PPP/2K4R w - - 1 16,964,-735,f6e4 #-1,#+1,"d2h6 #+1,f7d8 +32,g3g7 0,d2d1 -100,d2d3 -216,d2e2 -242,d2e3 -284,d2f4 -361,h1d1 -369,g3e3 -392,g3g4 -408,g3h3 -423,a2a3 -427,d2e1 -430,g3g6 -432,a2a4 -437,f2f3 -439,h1g1 -441,h2h4 -442,h2h3 -442,g3d3 -451,c1d1 -452,f2f4 -452,h1e1 -462,f7g5 -474,c3e4 -476,g3f3 -489,b2b3 -508,g3g8 -512,g3g5 -514,d2g5 -526,f7h6 -558,f7d6 -585,c3b1 -615,h1f1 -626,f7e5 -630,f7h8 -668,c1b1 -693,c3b5 -771,c3e2 -777,c3d1 -780,c3a4 -783,c3d5 -874"
QHz3t,r4r1k/ppp3pp/5qp1/3Q4/3P2P1/2P4P/PP3P1R/2KR4 b - - 2 20,872,-24,e1c1 -491,+491,"f6f4 +491,a8e8 +6,c7c6 0,h7h6 -7,a8d8 -13,b7b6 -28,a7a5 -31,b7b5 -33,f8e8 -42,a7a6 -45,a8b8 -46,f8d8 -46,a8c8 -46,f6a6 -51,h7h5 -58,f6e7 -75,f8b8 -77,g6g5 -77,f8c8 -82,c7c5 -87,f8g8 -90,f6b6 -104,f8f7 -119,f6f3 -162,f6f7 -167,f6d8 -194,f6h4 -200,f6d6 -218,f6c6 -292,f6f2 -577,f6f5 -635,f6g5 -639,f6e6 -652,f6d4 -664,f6e5 -812"
QI1ot,5r2/3q3k/p4Ppp/8/7P/8/2Q5/4R1K1 w - - 0 48,973,+72,g7g6 -486,+486,"e1e7 +486,c2f2 -50,e1f1 -259,c2e4 -341,e1e4 -341,c2c5 -353,c2c4 -354,c2e2 -357,e1e5 -373,h4h5 -373,e1e3 -374,c2c3 -374,e1b1 -375,c2d1 -377,c2g2 -389,c2h2 -395,e1e2 -396,c2b2 -400,c2a2 -400,e1c1 -400,g1h1 -400,g1h2 -400,g1f2 -416,f6f7 -416,e1d1 -443,c2c1 -475,c2b3 -481,g1g2 -498,c2b1 -499,e1a1 -506,g1f1 -662,e1e8 #-48,c2d3 #-37,c2d2 #-37,c2a4 #-32,e1e6 #-29,c2c7 #-24,c2c8 #-15,c2f5 #-15,c2g6 #-12,c2c6 #-11"
QI3bE,3r4/p1p2R1p/1bp1p3/4R2P/2k5/8/1PKB2r1/8 w - - 2 33,1347,+221,a8d8 #-2,#+2,"f7f4 #+2,b2b3 -185,e5e4 -505,f7f2 -694,f7d7 -715,c2b1 -763,c2c1 -935,e5e2 #-21,e5e6 #-21,e5d5 #-19,f7g7 #-17,f7f3 #-13,e5c5 #-11,e5g5 #-10,c2d1 #-9,e5e1 #-9,h5h6 #-9,f7f1 #-9,f7f8 #-9,e5a5 #-9,f7c7 #-8,f7f6 #-8,e5b5 #-8,e5f5 #-7,f7f5 #-7,e5e3 #-6,f7e7 #-5,f7h7 #-5,b2b4 #-4"
QHxf6,1r4k1/4bppp/p1q5/8/R1pP4/3nPPP1/2QB2KP/5R2 b - - 1 22,1532,+210,a1a4 -395,+395,"b8b2 +395,c4c3 -23,b8c8 -240,d3b4 -317,d3b2 -322,b8b4 -327,e7b4 -356,c6g6 -382,c6a4 -385,c6b5 -387,b8b3 -395,c6e8 -396,a6a5 -420,c6d7 -421,c6e6 -435,d3e5 -445,d3f4 -445,c6a8 -445,c6b7 -448,c6d6 -450,d3e1 -452,c6b6 -452,c6d5 -458,h7h5 -459,g7g5 -459,d3c5 -464,b8a8 -474,c6f6 -475,e7f8 -479,c6c7 -480,h7h6 -481,e7d6 -482,b8b5 -483,c6h6 -484,b8d8 -487,c6c8 -487,e7d8 -490,b8e8 -494,e7f6 -497,b8b7 -499,b8f8 -500,e7g5 -501,g8h8 -501,g7g6 -501,e7a3 -504,b8b6 -504,f7f5 -505,e7c5 -508,d3c1 -509,f7f6 -511"
QI2N0,8/p4p1p/6p1/1Q1p1k2/3P4/P3P2P/1Pq2PPK/2r5 w - - 1 37,1441,+473,e4c2 #-2,#+2,"b5d5 #+2,b5e8 -397,h2g3 -469,b5d7 -511,b2b4 -512,b2b3 -514,h3h4 -516,a3a4 -521,f2f3 -522,f2f4 -537,b5b7 -567,b5b8 -568,e3e4 -574,b5b4 -583,b5c5 -598,b5a5 -610,b5a6 -692,b5a4 #-12,g2g4 #-10,b5c6 #-7,b5c4 #-7,b5d3 #-7,b5b3 #-7,b5b6 #-6,b5e2 #-6,b5f1 #-5,g2g3 #-1"
QI3o1,3qk1r1/1R1Rpp1p/p2p2p1/Q1b5/8/4B3/P4PPP/6K1 b - - 0 24,1769,+1204,c7d7 -290,+290,"d8a5 +290,d8d7 -860,d8b6 #-5,c5b6 #-5,d8b8 #-3,d8c8 #-3,d8a8 #-3,d8c7 #-3,e8f8 #-2,f7f6 #-2,f7f5 #-2,d6d5 #-1,g6g5 #-1,e7e6 #-1,h7h6 #-1,e7e5 #-1,h7h5 #-1,c5a3 #-1,c5e3 #-1,c5b4 #-1,c5d4 #-1,c5a7 #-1,g8g7 #-1,g8f8 #-1,g8h8 #-1"
QI0TP,3r1rk1/p5pp/1n1bP2q/2p2p2/2B5/1P4P1/PB3P1P/2RQ1RK1 b - - 2 21,2142,+325,d3c4 -157,+157,"b6c4 +157,d6e7 -121,g8h8 -303,d6c7 -454,d6g3 -475,d8e8 -501,h6g6 -520,h6g5 -541,f5f4 -550,h6c1 -558,a7a6 -560,a7a5 -560,f8e8 -568,d8b8 -581,d8c8 -583,d8a8 -584,b6d5 -626,b6c8 -644,b6a8 -655,f8f7 -664,h6h2 -670,b6a4 -692,h6h3 -718,h6d2 -719,h6f4 -728,h6e3 -728,h6h4 -736,h6h5 -741,h6f6 -754,d6e5 -770,d8d7 -816,b6d7 -852,h6e6 -896,f8f6 #-24,d6f4 #-18,d6b8 #-18,g7g5 #-16,g7g6 #-15"
QI0dE,r1b4r/pp2kppp/3qp3/2Qp2N1/8/2P5/PP3PPP/R3K2R w KQ - 1 16,984,+126,f4d6 -296,+296,"c5d6 +296,c5e3 -167,c5d4 -178,g5e4 -312,c5b4 -353,c5a3 -357,b2b4 -377,g5e6 -445,c5b5 -451,c5a5 -458,c5c8 -587,g5f7 -610,c5a7 -613,c5c4 -621,a2a4 -634,g5f3 -635,h2h4 -636,e1g1 -636,a1c1 -637,g5h7 -640,c5c7 -641,a1d1 -644,c5b6 -645,h2h3 -646,c5c6 -646,b2b3 -647,a1b1 -647,c5d5 -647,a2a3 -648,h1f1 -658,g2g3 -660,e1c1 -660,h1g1 -660,g5h3 -663,g2g4 -667,c3c4 -672,e1e2 -689,f2f4 -690,e1f1 -690,e1d2 -716,f2f3 -723,e1d1 -723"
QI3z7,7k/1p4bP/p1qp1pP1/2p2P2/2P1R3/2P5/PP6/1K1Q4 b - - 0 33,1146,0,e1e4 -312,+312,"c6e4 +312,g7f8 #-10,c6c8 #-8,a6a5 #-5,g7h6 #-5,b7b5 #-5,b7b6 #-5,c6d7 #-5,d6d5 #-5,c6a4 #-4,c6b5 #-3,c6b6 #-3,c6c7 #-3,c6e8 #-3,c6d5 #-2"
QI08J,r5k1/2r3q1/p1pN2p1/1p1n4/3PQ3/8/PP6/2K4R w - - 6 28,1457,+493,c8c7 -221,+221,"e4e6 +221,h1g1 -445,e4g4 -521,e4g2 -534,a2a4 -536,c1b1 -538,h1d1 -545,a2a3 -546,e4h4 -546,d6e8 -547,e4d3 -549,e4e2 -554,e4c2 -555,e4f3 -556,h1e1 -558,h1f1 -571,h1h4 -584,b2b4 -592,e4e5 -594,d6f5 -599,h1h3 -599,e4e1 -601,h1h2 -602,c1c2 -605,e4b1 -612,b2b3 -612,c1d1 -623,c1d2 -626,d6c4 -639,d6b5 -653,d6c8 -662,d6b7 -667,d6f7 -673,h1h5 -731,h1h8 -797,h1h7 -893,h1h6 -1009,e4e8 -1098,e4f4 #-35,e4e3 #-27,e4d5 #-26,e4f5 #-18,e4e7 #-12,e4g6 #-10"
QI3q7,4r1k1/6pp/4p3/pbppQ2P/5R2/2P3PB/PPq5/K7 w - - 1 30,2038,-178,g6c2 #-3,#+3,"e5e6 #+3,a2a3 -140,e5e1 -186,h3e6 -262,a2a4 -269,f4f8 -601,f4f1 -1009,e5g7 #-7,e5e4 #-6,h3f5 #-6,e5f5 #-4,e5e3 #-2,h5h6 #-1,e5c7 #-1,e5d6 #-1,f4a4 #-1,h3g4 #-1,c3c4 #-1,f4g4 #-1,f4f3 #-1,b2b3 #-1,e5g5 #-1,h3f1 #-1,b2b4 #-1,f4f6 #-1,f4h4 #-1,g3g4 #-1,f4f5 #-1,f4d4 #-1,f4b4 #-1,h3g2 #-1,f4c4 #-1,f4f7 #-1,f4f2 #-1,f4e4 #-1,e5b8 #-1,e5d5 #-1,e5d4 #-1,e5e2 #-1,e5f6 #-1"
QI4Bh,8/8/1k6/8/6p1/2P1N1Pp/1P3P1r/5K2 w - - 4 48,1823,-8,g2h2 -669,+669,"f1g1 +669,f1e2 -5,e3g4 -6,b2b4 -305,c3c4 -342,f1e1 -369,b2b3 -370,e3c4 -379,e3d5 -380,f2f3 -506,f2f4 -516,e3f5 -681,e3c2 -725,e3d1 #-31,e3g2 #-15"
QHyni,r1b5/p3qpk1/2pprn2/4P1B1/8/1P1P4/P1P2PPP/Q3R1K1 w - - 1 19,1451,+400,d8e7 -633,+633,"e5f6 +633,g5f6 -8,d3d4 -40,f2f4 -175,g5f4 -437,e1e4 -455,e1e3 -455,a1d4 -462,e1f1 -465,g5h4 -465,a2a4 -469,c2c4 -474,h2h4 -478,a2a3 -478,b3b4 -478,a1c1 -479,g5e3 -480,h2h3 -482,a1d1 -485,f2f3 -485,a1c3 -487,g1f1 -488,g5d2 -489,e1d1 -490,e1c1 -490,e1b1 -491,c2c3 -491,g5c1 -492,a1b2 -494,e1e2 -497,a1b1 -497,g1h1 -504,g2g3 -511,g2g4 -519,g5h6 -581,e5d6 #-2"
QHyZI,r2r2k1/3R1ppp/pKP5/2Q1p3/2P5/2P4P/5qP1/5B1R b - - 2 25,2211,+414,b4c5 -610,+610,"a8b8 +610,f2b2 -435,d8b8 -442,f2c5 -646,f2f5 -690,d8d7 -705,f2h4 -710,f2f6 -711,f2a2 -719,f2c2 -722,f2f4 -750,f2g3 -776,f2e1 -776,f2d2 -801,a6a5 -1037,f2d4 -1056,d8f8 -1080,f2f3 -1138,d8c8 -1156,d8e8 -1187,e5e4 -1219,g7g6 -1219,h7h6 -1241,f7f6 -1250,h7h5 -1300,a8c8 #-47,g7g5 #-47,f2e3 #-47,f7f5 #-46,g8h8 #-46,f2g1 #-44,f2f1 #-28,f2g2 #-19,f2e2 #-18,a8a7 #-1"
QI4HL,7q/2k5/2p5/pp3Q2/5PK1/P6P/8/8 b - - 2 76,2391,-3,h5g4 -524,+524,"h8c8 +524,a5a4 +12,c7b6 +2,h8b2 0,h8d4 0,h8g7 0,c7b7 0,h8e8 0,h8c3 0,h8d8 0,h8g8 0,c7b8 0,h8a1 0,c7d6 0,c7d8 0,h8h6 0,h8a8 0,h8b8 -12,b5b4 -315,c6c5 -501,h8h3 #-24,h8h4 #-15,h8f8 #-14,h8h5 #-11,h8f6 #-11,h8h7 #-10,h8e5 #-8"
QI4ih,2Q4k/3r4/1q6/1pbppN2/2b5/5P2/6PP/1B1R3K b - - 9 33,914,+37,a6c8 -514,+514,"d7d8 +514,b6d8 -471,c5f8 #-5,h8h7 #-4"
QI07Z,r3r1k1/3b1ppp/p7/3qn3/3B4/8/P3B1PP/2RQ1R1K w - - 0 26,2110,+15,a5d5 -362,+362,"c1c5 +362,d4e5 +2,f1f2 -23,f1e1 -25,d4c3 -32,f1g1 -40,h1g1 -43,d4a1 -45,d4b2 -46,d4g1 -53,e2h5 -63,h2h4 -70,c1c3 -72,f1f4 -73,a2a4 -76,e2f3 -93,a2a3 -93,c1b1 -117,f1f3 -118,d4f2 -135,c1a1 -142,d4c5 -165,d4b6 -180,d4e3 -191,c1c7 -209,d1d2 -224,h2h3 -267,e2a6 -364,c1c2 -433,f1f7 -436,e2d3 -451,e2c4 -462,d1e1 -472,d1b3 -475,d4a7 -478,f1f6 -485,d1c2 -489,c1c4 -505,e2b5 -509,e2g4 -527,c1c8 -528,f1f5 -545,c1c6 -598,d1a4 -616,d1d3 -649"
QI3H7,5rk1/4b1pR/5p2/1qnPp3/2p1P1bQ/8/N1PB2PP/6K1 w - - 1 26,2397,0,c8g4 -402,+402,"h7g7 +402,a2c3 -7,d2e1 -217,h2h3 -254,d2e3 -288,h7h8 -346,d5d6 -392,g1h1 -403,d2b4 -414,h4g4 -440,d2c1 -441,d2h6 -444,a2b4 -486,a2c1 -495,d2f4 -505,h7h6 -508,h4e1 -517,g2g3 -523,c2c3 -528,h4g3 -534,d2a5 -535,d2c3 -537,g1f2 -574,g1f1 -575,h7h5 -596,d2g5 -609,h4f2 -651,h4h6 -749,h4h5 -895,h4h3 -1010,h4f6 #-19,h4g5 #-12"
QI2q7,r4rk1/pbp2ppp/1p1q4/3PR1Q1/2B5/8/PP3PPP/3R2K1 b - - 0 18,1776,-3,e1e5 -457,+457,"f7f6 +457,f8e8 +25,a8e8 +25,b7a6 +1,b7c6 0,a7a5 -1,b7c8 -1,h7h6 -1,c7c6 -2,a8c8 -3,a8d8 -4,g7g6 -6,d6c5 -6,a8b8 -10,d6b4 -10,f8b8 -10,f8c8 -10,f8d8 -10,a7a6 -11,b6b5 -12,g8h8 -27,d6d7 -34,d6d8 -60,c7c5 -72,h7h5 -103,d6g6 -187,d6h6 -281,d6f6 -296,f7f5 -477,b7d5 -491,d6e5 -509,d6d5 -640,d6a3 -654,d6c6 -711,d6e7 -738,d6e6 #-10"
QI05s,r4k1r/pb1nq1b1/1p2pnQ1/3p2Np/2pP1B1P/2P1P3/PP1N1PP1/R3K2R w KQ - 3 15,1687,+150,d8e7 -768,+768,"f4d6 +768,d2c4 +70,e3e4 -26,h1h3 -112,b2b3 -121,d2f3 -128,d2f1 -134,a1d1 -141,e1g1 -144,a2a4 -152,e1c1 -153,g6c2 -162,h1g1 -164,g5h3 -164,g2g4 -165,f2f3 -165,a1b1 -171,g6b1 -173,f4g3 -174,a1c1 -175,b2b4 -177,f4h2 -180,e1f1 -184,a2a3 -185,h1f1 -194,h1h2 -196,g5f3 -198,g2g3 -201,e1e2 -210,f4c7 -210,f4e5 -228,d2b3 -237,d2b1 -238,e1d1 -246,d2e4 -335,g5e6 -344,f4b8 -412,g5h7 -414,g5f7 -417,g5e4 -425,g6g7 -459,g6f7 -467,g6f6 -473,g6h5 -537,g6f5 -573,g6e4 -604,g6h7 -605,g6h6 -613,g6e8 -623,g6d3 -624"
QI37k,r2qkb1r/pppbp1p1/2n2pp1/3p2P1/3P4/2P1P3/PPQ2PP1/RN2K1NR w KQkq - 0 10,763,#-1,h7g6 #-1,#+1,"c2g6 #+1,h1h8 +174,g5f6 +137,b1a3 -291,b1d2 -383,f2f4 -405,c3c4 -415,b2b4 -422,g2g3 -425,e1f1 -434,a2a4 -435,e1d2 -444,h1h7 -445,h1h5 -447,h1h3 -447,h1h4 -448,a2a3 -449,h1h6 -449,c2d3 -453,h1h2 -459,f2f3 -461,g2g4 -471,b2b3 -482,g1h3 -497,e1e2 -507,c2e4 -531,e1d1 -565,c2f5 -574,c2e2 -600,c2b3 -616,c2d1 -626,e3e4 -638,g1f3 -646,c2d2 -655,g1e2 -664,c2c1 -667,c2a4 -710"
QI0dV,1k1r3r/ppp4p/5pp1/q3R1Qn/1b1n4/P1NB4/2PP1PPP/R1B3K1 w - - 0 17,1698,-89,f7f6 -400,+400,"e5a5 +400,g5h5 -410,g5e3 -485,c1b2 -491,d3g6 -492,g5g4 -494,g5h4 -495,c3e4 -498,c3e2 -510,a1b1 -514,g5f6 -517,h2h4 -521,h2h3 -525,a3a4 -525,d3f1 -528,g1f1 -529,g5h6 -530,e5b5 -534,e5c5 -535,e5d5 -535,g1h1 -544,d3e4 -546,d3c4 -547,f2f3 -551,g5g3 -556,c3b5 -558,c3d1 -558,a1a2 -562,c3a2 -562,g5g6 -562,f2f4 -565,g5f5 -566,c3b1 -571,g5f4 -574,g2g3 -580,e5e3 -588,a3b4 -603,g2g4 -619,e5e4 -623,c3d5 -638,e5f5 -641,c3a4 -642,d3e2 -650,e5e7 -655,e5e6 -657,d3f5 -657,d3b5 -660,e5e1 -662,e5e2 -667,d3a6 -705"
QI28F,3R4/pqr2pnk/4p1p1/4P2p/6PP/1P3P2/P2Q2K1/8 w - - 4 34,1605,#-9,g8h7 #-2,#+2,"d2h6 #+2,g2g3 -175,d2e3 -300,g2f2 -388,a2a3 -405,b3b4 -415,a2a4 -422,g2h2 -426,d8f8 -428,g2g1 -433,d2f4 -433,d2g5 -437,g4h5 -519,d8d4 -537,g2h1 -576,g2h3 -580,d8d3 -585,g4g5 -588,d2d3 -618,d2f2 -620,d8d6 -639,d2d1 -661,d8d5 -667,d2e2 -684,g2f1 -706,d2b2 -721,d2e1 -721,d2a5 -790,d8e8 -793,d8g8 -813,d8b8 -819,d8h8 -821,d8c8 -824,d8a8 -856,d2d4 -879,d8d7 -908,d2d7 #-25,d2d6 #-23,d2c1 #-8,d2d5 #-7,d2b4 #-7,d2c2 #-6,d2c3 #-5"
QHzWr,6rk/pn2br1p/1pb2q1B/4pP2/1P1pP3/P1pP1P2/2P1BK2/R4QNR b - - 6 26,973,#-3,g2f2 #-2,#+2,"f6h4 #+2,c6e4 0,a7a5 -106,b7d6 -117,f7g7 -132,a7a6 -189,c6d7 -194,b6b5 -197,g8g5 -203,e7f8 -214,c6d5 -225,e7d8 -230,g8g7 -236,g8d8 -276,c6a4 -287,b7c5 -288,f6d6 -289,e7d6 -291,g8e8 -305,c6e8 -316,f6h6 -320,g8c8 -322,c6b5 -324,e7c5 -330,g8f8 -330,g8b8 -333,b7d8 -334,g8a8 -339,b7a5 -374,f6f5 -395,e7b4 -397,f7f8 -399,g8g6 -436,f6g5 -438,g8g3 -460,g8g2 -480,f6g7 -482,g8g1 -507,g8g4 -555,f6g6 -564,f6e6 -719"
QI3xF,7R/4kb2/7p/5P2/5KP1/4r3/5N2/B3n3 b - - 10 54,1786,0,g3f4 #-1,#+1,"e1g2 #+1,e3f3 +21,e3a3 0,e3b3 0,e3e2 -291,e1c2 -427,e3e6 -491,e3d3 -493,f7b3 -518,h6h5 -528,f7a2 -544,f7c4 -549,f7e8 -551,e7d7 -563,f7d5 -579,e3h3 -585,f7e6 -593,e1d3 -594,f7g8 -596,e7d6 -604,e3g3 -608,e3c3 -624,e3e4 -625,f7g6 -633,f7h5 -641,e1f3 -653,e3e5 -661"
QI74e,8/8/8/P3K3/4p3/5k2/8/8 w - - 1 57,878,0,e3f3 -551,+551,"a5a6 +551,e5d6 0,e5d4 0,e5f5 0,e5f6 0,e5d5 -514,e5e6 -514"
QI6WM,8/5p2/5k2/pp3p2/3p1K1P/3P2P1/PP1R4/4r3 b - - 0 38,842,-1,h3h4 #-2,#+2,"e1f1 #+2,e1a1 +73,b5b4 +14,a5a4 +4,e1c1 0,e1b1 0,e1h1 0,e1g1 0,f6g6 0,f6e6 -1,e1e3 -29,e1e6 -94,e1e8 -105,e1e7 -108,e1e5 -120,f6g7 -186,f6e7 -196,e1e4 #-27,e1d1 #-20,e1e2 #-15"
QI1rj,rn3rk1/1b2pp2/1q1p2pp/3P4/1p2P3/4NN2/1b3PPP/1BRQ1RK1 w - - 0 20,1400,+116,g7b2 -343,+343,"e3c4 +343,e3g4 -135,h2h4 -160,c1c2 -185,c1c4 -201,h2h3 -221,e4e5 -226,d1e2 -228,f3h4 -230,f1e1 -240,b1c2 -242,b1d3 -249,d1d2 -255,g1h1 -263,d1e1 -264,d1c2 -269,d1d3 -291,g2g3 -296,g2g4 -301,e3f5 -303,d1b3 -304,f3d2 -308,f3e1 -316,e3c2 -322,b1a2 -378,c1c6 -390,f3g5 -408,c1c7 -416,c1c5 -420,f3e5 -423,c1c3 -424,c1c8 -457,f3d4 -472,d1a4 -524,d1d4 -590"
QI3GV,2r2k2/5p2/1qp1np1r/1p3P2/2b1N3/6Pp/4Q2P/1B1RRK2 w - - 3 31,1878,+294,d5c4 -196,+196,"b1d3 +196,d1d3 -332,f5e6 -430,e2c4 -448,e4d6 -466,d1c1 -601,e4f2 -601,d1d2 -612,b1c2 -616,e4d2 -617,d1d7 -623,b1a2 -630,e2d3 -632,g3g4 -648,e4c3 -648,d1d6 -661,d1d8 -732,e4g5 -750,e4c5 -778,e4f6 -816,d1d4 -880,d1d5 -926"
QI6X6,8/p5kp/1p2P1p1/5PP1/2r1p3/P7/1P6/1K5R b - - 0 33,1930,0,g4g5 -413,+413,"g6f5 +413,g7g8 -531,c4c8 -586,g7f8 -588,c4c5 -596,c4c7 -603,e4e3 -608,c4c6 -614,h7h5 -673,g7h8 -766,a7a5 #-23,a7a6 #-21,c4c1 #-21,c4d4 #-21,h7h6 #-20,b6b5 #-16,c4a4 #-16,c4c3 #-16,c4b4 #-13,c4c2 #-12"
QI1gn,1k1r1b1r/pPp1q1pp/6b1/8/2P2p2/1P3B1P/PB2QPP1/R4RK1 b - - 1 18,1594,+342,c2e2 -318,+318,"e7e2 +318,e7g5 -374,d8e8 -394,d8d3 -400,e7f7 -402,d8d7 -406,g6d3 -421,e7h4 -425,e7e8 -428,e7b4 -430,e7d6 -435,d8d6 -450,e7c5 -451,e7d7 -461,g6f5 -491,h7h5 -494,h7h6 -504,c7c6 -528,h8g8 -532,g6e8 -541,g6f7 -562,g6b1 -567,g6h5 -568,g6e4 -577,g6c2 -592,d8d5 -599,e7e4 -603,a7a6 -610,e7a3 -610,d8d4 -632,a7a5 -639,e7e3 -647,e7f6 -669,d8d2 -721,d8c8 -731,e7e6 -759,c7c5 -764,e7e5 -867,d8d1 -964"
QI6ZQ,8/pR3p1k/3pr1pp/8/8/2P4P/P4PP1/2qQ1K2 b - - 5 28,601,#-1,d3d1 #-1,#+1,"c1d1 #+1,c1f4 0,c1a3 -62,c1c3 -86,c1g5 -297,e6e7 -532,e6e1 -573,c1e3 -805,e6e8 -868,h6h5 #-25,h7g7 #-25,e6f6 #-25,g6g5 #-24,e6e4 #-24,c1a1 #-24,c1b2 #-23,c1b1 #-23,h7g8 #-23,c1c2 #-22,d6d5 #-22,a7a6 #-21,h7h8 #-20,a7a5 #-19,e6e5 #-18,c1d2 #-15,e6e2 #-9,e6e3 #-9"
QI7Xi,8/7p/4n2B/8/2K1k1p1/6P1/7P/8 b - - 1 45,2304,-58,c1h6 -529,+529,"e6d4 +529,e6d8 +65,e6c7 +64,e4f3 +49,e4e5 +5,e4f5 +5,e6g5 -609,e6g7 -671,e6f8 -694,e6c5 -694,e6f4 -773"
QI5ic,B4rk1/p4ppp/1p6/2p2P2/3p4/1P1P1RqP/2Q3P1/4R1K1 b - - 0 26,1146,+565,f1f3 -338,+338,"g3e1 +338,g3d6 -577,g3b8 -603,g3h4 -614,g3g5 -616,g3c7 -617,g3f3 #-19,g3e5 #-16,g3g2 #-16,g3g4 #-14,g3f4 #-10,g3h2 #-9,g3g6 #-9,g7g5 #-8,g3f2 #-8,g3h3 #-8,g7g6 #-7,h7h6 #-7,c5c4 #-7,a7a6 #-7,a7a5 #-7,b6b5 #-7,f8d8 #-7,g8h8 #-7,f8b8 #-7,f8c8 #-7,h7h5 #-7,f8a8 #-7,f7f6 #-7,f8e8 #-1"
QI1Pd,1k1r3r/ppb2pp1/2p4p/2nnP2P/q1P4R/5NB1/PPQ1NPP1/1K1R4 b - - 2 22,1849,+369,f5c2 -242,+242,"a4c2 +242,d5e7 -262,d5b4 -308,d5b6 -319,g7g5 -421,d5e3 -430,a4a2 -469,d5f6 -488,d5f4 -495,d5c3 -500,a7a5 -502,a4a6 -503,a4a5 -504,b7b5 -505,b7b6 -534,f7f5 -551,c7e5 -557,d8d7 -575,h8e8 -584,b8c8 -584,g7g6 -585,c7a5 -589,c7b6 -591,a7a6 -591,f7f6 -592,h8g8 -594,h8f8 -600,b8a8 -601,d8f8 -605,a4b3 -607,c5e6 -608,c5a6 -609,a4c4 -609,d8g8 -609,d8c8 -611,d8e8 -618,c5e4 -621,a4a3 -630,h8h7 -632,a4b4 -641,c7d6 -643,c5d7 -649,d8d6 -670,c5b3 -675,a4b5 -677,c5d3 -683"
QI5DI,8/1p2qppk/p1p4p/Q3n3/PPP5/3b3P/5BP1/5BK1 w - - 3 38,879,+113,f5d3 -265,+265,"f1d3 +265,f2g3 -164,f2d4 -226,f2h4 -277,a5c5 -296,a5b6 -321,f2a7 -328,f2b6 -345,g2g4 -356,h3h4 -391,b4b5 -411,g2g3 -419,f2c5 -424,a5e5 -467,f2e3 -528,f1e2 -537,g1h2 -542,c4c5 -547,g1h1 -555,f2e1 -694,a5a6 -714,a5b5 -732,a5c7 -758,a5d5 -896,a5d8 #-23"
QI863,8/8/1pp4P/2p1pk2/P1P2Pp1/P1P3K1/8/8 b - - 0 46,2087,+747,h5h6 -275,+275,"e5f4 +275,f5g6 #-40,f5e6 #-29,f5e4 #-29,f5f6 #-29,b6b5 #-27,e5e4 #-24"
QI4CC,r2qk2r/ppp2p1p/2n5/4b3/2pp2b1/5N2/PPP2PPP/RNBQR1K1 w kq - 4 10,1716,+187,g7e5 -448,+448,"f3e5 +448,c1f4 +68,h2h3 +34,e1e5 -2,e1e4 -10,d1e2 -173,g1h1 -175,b1d2 -178,b1a3 -226,g1f1 -230,h2h4 -230,c1h6 -234,b2b4 -242,a2a4 -244,b1c3 -250,c2c3 -256,c1d2 -270,b2b3 -281,a2a3 -284,c1g5 -287,g2g3 -319,e1f1 -421,d1d2 -425,f3d4 -429,c1e3 -452,d1d3 -517,e1e2 -520,d1d4 -541,f3d2 -550,f3g5 -564,f3h4 -629,e1e3 -685"
